Open time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
1643536800,37889.49000000,38189.19000000,37829.00000000,38184.74000000,1234.86371000,46953569.17569720,29597,669.23076000,25447162.35663240
1643540400,38184.74000000,38259.14000000,37958.13000000,38110.02000000,803.22993000,30600481.15920340,26776,389.67854000,14845420.63345460
1643544000,38110.03000000,38153.82000000,37849.53000000,37938.47000000,719.04878000,27315268.13434170,30604,327.73284000,12451931.75221920
1643547600,37937.21000000,37998.99000000,37823.08000000,37963.22000000,549.75372000,20848901.96915690,27283,279.57212000,10602605.42060310
1643551200,37963.21000000,37999.90000000,37712.05000000,37838.99000000,925.66020000,35008027.72659100,36962,479.86846000,18150708.47112700
1643554800,37839.00000000,38041.32000000,37778.20000000,37980.09000000,739.66710000,28068057.80642810,30402,387.12315000,14691053.93619580
1643558400,37977.47000000,38074.76000000,37800.00000000,37832.44000000,586.32887000,22230232.73387040,24999,261.27278000,9908445.26727930
1643562000,37832.45000000,37994.87000000,37751.72000000,37991.00000000,554.76321000,21018513.07204610,23068,287.28222000,10885037.01226810
1643565600,37991.00000000,38020.39000000,37813.79000000,37820.95000000,491.34455000,18634957.91237370,23194,240.65136000,9127958.85463540
1643569200,37820.96000000,37827.14000000,37442.52000000,37512.37000000,1718.81204000,64592923.60974480,50257,758.48750000,28494409.43745350
1643572800,37512.37000000,37740.00000000,37351.63000000,37684.45000000,1037.92256000,38993792.81982550,33851,502.43654000,18878001.31098320
1643576400,37684.45000000,37762.60000000,37492.25000000,37729.00000000,874.06052000,32900649.34112160,26439,387.34028000,14576957.62566860
1643580000,37729.00000000,37855.54000000,37625.41000000,37785.78000000,734.65855000,27719745.31018330,26958,424.89627000,16033696.14060440
1643583600,37785.78000000,38230.00000000,37778.46000000,37881.76000000,1728.81180000,65789628.41442040,41359,955.41203000,36368610.50659580
1643587200,37881.75000000,37951.07000000,36828.32000000,36829.30000000,2907.71096000,108446925.34154640,65242,1314.56305000,49011890.65281130
1643590800,36829.30000000,36960.67000000,36760.87000000,36821.05000000,1423.26744000,52452244.97479260,37953,713.92116000,26310368.60787340
1643594400,36823.19000000,37004.55000000,36632.61000000,36993.58000000,1846.10363000,68024971.40075720,44789,937.50923000,34549819.60813170
1643598000,36994.69000000,37058.82000000,36925.27000000,37025.68000000,961.28704000,35570514.02556760,31725,493.69502000,18267692.12650460
1643601600,37025.68000000,37026.29000000,36811.48000000,36912.84000000,744.81356000,27499332.00711240,26365,367.54067000,13570086.13363080
1643605200,36912.84000000,37019.76000000,36850.00000000,37001.65000000,744.80275000,27517872.61746800,22217,361.10818000,13342508.06487660
1643608800,37001.66000000,37077.46000000,36916.78000000,36916.78000000,831.06345000,30757143.10217930,25277,443.20829000,16404384.49501330
1643612400,36916.79000000,37196.91000000,36880.60000000,37121.83000000,827.67942000,30670201.23534820,26957,417.76625000,15479299.77474460
1643616000,37121.84000000,37211.12000000,37100.71000000,37145.63000000,1032.91464000,38382444.60366340,31964,504.92232000,18763087.03600960
1643619600,37144.71000000,37256.14000000,37085.23000000,37212.53000000,714.57733000,26553628.73569140,21883,324.16114000,12046947.25572360
1643623200,37212.53000000,37350.00000000,37156.80000000,37300.31000000,812.93941000,30268116.80575030,24879,474.92659000,17684137.09384410
1643626800,37300.31000000,37399.93000000,36880.00000000,37265.16000000,1460.26909000,54222076.81110380,33538,683.69478000,25392526.83298120
1643630400,37265.15000000,37421.30000000,36828.52000000,37081.15000000,1665.85750000,61721652.58178360,38432,790.38230000,29283966.68406940
1643634000,37084.17000000,37347.83000000,36724.00000000,37251.08000000,1706.02333000,63313828.90757860,40397,779.86349000,28954014.14252740
1643637600,37251.07000000,37524.78000000,37193.77000000,37510.84000000,2024.77703000,75649721.63008420,44747,1136.73903000,42474813.01593890
1643641200,37510.85000000,37900.00000000,37510.84000000,37722.91000000,3594.15508000,135663357.56345400,82888,1733.37775000,65427697.48120640
1643644800,37722.91000000,38414.00000000,37671.46000000,38341.99000000,3171.08823000,120678943.26467950,74298,1686.34307000,64174335.61147120
1643648400,38341.99000000,38600.00000000,38122.83000000,38473.03000000,3055.46443000,117313899.00649340,67574,1663.54422000,63892748.59340830
1643652000,38473.03000000,38600.00000000,38342.89000000,38468.29000000,1319.70238000,50763443.73582200,38466,641.32063000,24669533.92943030
1643655600,38468.29000000,38744.00000000,38383.91000000,38415.79000000,1944.84957000,74945545.84342390,46497,1017.18621000,39200295.04276130
1643659200,38415.79000000,38563.37000000,38236.69000000,38450.62000000,1639.69627000,63009142.17097660,35193,703.40026000,27027079.28072490
1643662800,38450.62000000,38531.53000000,38335.00000000,38410.09000000,923.75238000,35483809.13149240,23243,500.36208000,19221271.94689790
1643666400,38410.09000000,38737.99000000,38398.58000000,38412.46000000,927.84680000,35760824.82416450,30965,454.72023000,17525536.51337190
1643670000,38412.45000000,38510.28000000,38336.04000000,38466.90000000,574.60408000,22084888.70861130,20525,278.01359000,10685983.40769920
1643673600,38466.90000000,38627.35000000,38276.43000000,38342.36000000,1058.42599000,40649138.24899430,29658,507.18059000,19479794.62317360
1643677200,38342.37000000,38407.00000000,38175.86000000,38238.19000000,777.86310000,29783740.86420070,24626,377.31813000,14446390.83453030
1643680800,38238.18000000,38506.18000000,38196.61000000,38480.90000000,766.83847000,29415554.31617770,26309,444.84788000,17062263.26679450
1643684400,38480.90000000,38649.90000000,38384.99000000,38596.82000000,946.45649000,36465977.10915140,31928,436.54694000,16821217.58798360
1643688000,38596.82000000,38644.57000000,38470.37000000,38556.82000000,758.92782000,29261835.27279930,25710,357.77167000,13793889.47542800
1643691600,38556.83000000,38618.67000000,38444.26000000,38452.90000000,703.01456000,27095769.53171640,21768,321.15907000,12378062.48423630
1643695200,38452.89000000,38482.91000000,38240.00000000,38285.02000000,1246.89537000,47779740.81405540,31952,622.94120000,23873231.64708550
1643698800,38285.01000000,38462.69000000,38281.16000000,38440.77000000,708.07030000,27178493.13120400,26616,420.69894000,16148295.22159010
1643702400,38440.76000000,38624.24000000,38398.54000000,38597.53000000,793.02544000,30555495.97822420,27750,415.45550000,16009728.97046740
1643706000,38597.54000000,39100.00000000,38224.41000000,38256.12000000,4270.80387000,165099104.59034360,95296,2345.73468000,90725113.25162860
1643709600,38256.12000000,38367.16000000,38000.00000000,38253.57000000,2105.11598000,80378986.72821060,46953,1061.76744000,40546918.56176150
1643713200,38255.46000000,38471.43000000,38204.79000000,38425.06000000,1032.06336000,39576630.93423000,29639,521.48719000,19998100.22047140
1643716800,38425.05000000,38800.00000000,38372.00000000,38650.00000000,1456.53967000,56195638.58300100,40114,808.82646000,31210427.52423400
1643720400,38650.01000000,38965.99000000,38454.00000000,38872.21000000,1951.15553000,75586052.78252360,49643,1037.62786000,40207637.85314760
1643724000,38872.20000000,39034.47000000,38304.52000000,38509.46000000,3170.70783000,122843212.79690690,71601,1563.52992000,60595240.00561650
1643727600,38509.46000000,38649.57000000,38190.42000000,38630.33000000,2242.40938000,86053978.04838430,50545,1095.30367000,42041156.16877310
1643731200,38630.32000000,39265.20000000,38587.96000000,39110.89000000,3016.77143000,117412959.26943650,67070,1690.22827000,65797370.64334090
1643734800,39110.89000000,39171.94000000,38655.35000000,38867.24000000,1950.07901000,75842678.09582820,46710,933.81197000,36325483.08596650
1643738400,38868.01000000,38900.00000000,38460.20000000,38533.15000000,1130.81481000,43791219.76670560,33920,571.46195000,22139304.84248390
1643742000,38533.14000000,38595.60000000,38341.06000000,38378.09000000,1211.90981000,46597851.94093170,35058,553.28888000,21271217.44874870
1643745600,38378.10000000,38735.63000000,38369.00000000,38512.08000000,1134.06888000,43726463.62331210,31298,565.45142000,21801595.79225550
1643749200,38512.86000000,38819.00000000,38490.00000000,38785.53000000,907.43829000,35136162.93425880,26998,450.45846000,17441683.45412750
1643752800,38785.52000000,38853.23000000,38532.45000000,38697.55000000,629.43065000,24367857.28995620,25636,312.10534000,12084947.32392850
1643756400,38697.56000000,38889.00000000,38602.30000000,38694.59000000,605.62059000,23471624.05944640,20819,315.98961000,12247500.89159240
1643760000,38694.59000000,38855.92000000,38429.03000000,38557.27000000,1187.94325000,45886858.52469990,33207,558.40577000,21567834.97538690
1643763600,38557.27000000,38668.84000000,38374.78000000,38439.76000000,1052.16968000,40481464.23068770,26313,498.88189000,19196565.59700720
1643767200,38439.76000000,38665.69000000,38385.19000000,38622.81000000,505.64740000,19498467.71305670,21940,271.26890000,10460234.48914930
1643770800,38619.71000000,38749.99000000,38544.87000000,38552.87000000,555.13134000,21456465.31551290,20848,277.11410000,10714059.45392400
1643774400,38552.87000000,38555.33000000,38378.65000000,38423.44000000,1141.11423000,43894253.45644830,24646,580.41382000,22328278.94964030
1643778000,38423.44000000,38519.78000000,38300.00000000,38416.38000000,932.70530000,35791220.66021710,26245,503.13518000,19306904.71555270
1643781600,38416.38000000,38541.27000000,38196.42000000,38277.51000000,915.23311000,35104170.16130450,31062,475.33558000,18238013.82081450
1643785200,38281.18000000,38388.46000000,38200.00000000,38284.69000000,754.53449000,28884218.70740540,25284,370.32053000,14177354.67657090
1643788800,38282.14000000,38465.21000000,38225.00000000,38447.49000000,1014.70067000,38947204.54247090,32343,551.00025000,21146543.24609100
1643792400,38447.50000000,38564.87000000,38388.00000000,38530.85000000,901.66424000,34696580.93519670,30576,482.19350000,18555350.92904820
1643796000,38530.10000000,38597.95000000,38359.08000000,38566.26000000,922.64730000,35505978.68150810,28007,413.35969000,15913647.31733490
1643799600,38566.25000000,38577.21000000,38427.02000000,38490.00000000,601.82559000,23169864.04865220,22599,284.98040000,10971945.55524360
1643803200,38490.00000000,38773.41000000,38468.80000000,38723.99000000,1257.76358000,48609018.87335810,34837,719.32746000,27800850.06889500
1643806800,38724.00000000,38772.24000000,38335.83000000,38361.61000000,1421.44402000,54765501.78427210,40150,661.63542000,25492496.00178510
1643810400,38361.61000000,38437.02000000,37611.00000000,37703.72000000,4280.39457000,162468139.89549230,88011,1956.63252000,74253903.50372120
1643814000,37703.72000000,37824.17000000,37361.49000000,37429.78000000,3502.09292000,131529067.23147840,72057,1631.01698000,61279919.32098180
1643817600,37429.78000000,37435.90000000,37066.66000000,37336.71000000,3497.25132000,130277205.63525360,67674,1703.76132000,63459409.37250980
1643821200,37336.71000000,37550.00000000,37269.25000000,37469.99000000,1308.70536000,48963059.25446260,37005,635.96641000,23795695.00103020
1643824800,37469.99000000,37530.98000000,37380.01000000,37486.42000000,880.98096000,32986643.12055530,28183,437.85044000,16395334.69893470
1643828400,37486.41000000,37674.34000000,37401.75000000,37566.56000000,1166.16549000,43790070.21494290,31668,610.37370000,22918801.19795720
1643832000,37566.56000000,37662.14000000,37400.17000000,37566.00000000,1479.58286000,55533197.45117310,35773,748.81467000,28105847.09487200
1643835600,37566.00000000,37612.66000000,36586.95000000,36922.51000000,3452.00636000,127632051.31195470,72460,1459.93033000,53964515.93114720
1643839200,36922.51000000,37211.00000000,36820.50000000,37006.93000000,1538.78106000,56921717.52828730,42615,735.68159000,27215235.93003190
1643842800,37006.93000000,37133.16000000,36797.18000000,36896.36000000,1524.19620000,56301529.69921050,34402,684.03642000,25274365.85228790
1643846400,36896.37000000,37049.65000000,36763.40000000,36878.39000000,1812.53895000,66903057.77291460,41066,865.51017000,31950710.91287070
1643850000,36878.38000000,36996.39000000,36753.00000000,36845.52000000,1106.46884000,40821341.91959270,32460,577.25756000,21295060.82177180
1643853600,36845.52000000,36958.97000000,36720.01000000,36958.68000000,1068.81062000,39381453.40759900,32809,519.73098000,19149795.45297750
1643857200,36958.67000000,36960.00000000,36772.11000000,36820.83000000,629.52766000,23215491.37965350,23253,278.53101000,10271924.86857460
1643860800,36822.50000000,36957.00000000,36780.04000000,36906.99000000,639.91773000,23604568.79423710,21300,337.66182000,12455497.88039540
1643864400,36906.99000000,37081.55000000,36834.32000000,36991.62000000,1910.09664000,70626809.08032040,32695,1090.96003000,40340593.74785150
1643868000,36991.63000000,37006.56000000,36835.14000000,36924.01000000,1083.97686000,40011078.18153950,26993,511.14664000,18865246.41378830
1643871600,36924.01000000,37093.03000000,36916.61000000,37024.16000000,969.40725000,35879672.41303540,33374,501.63865000,18565864.53973110
1643875200,37024.16000000,37106.91000000,36925.25000000,37077.65000000,851.30612000,31533330.32114950,24338,409.13696000,15156710.95090500
1643878800,37077.66000000,37090.00000000,36593.40000000,36614.91000000,1339.46411000,49405066.97639760,33671,572.77641000,21126523.63961650
1643882400,36614.90000000,36666.67000000,36250.73000000,36378.83000000,2413.18982000,87862212.65945820,59961,1114.65815000,40583735.04676180
1643886000,36378.83000000,36796.44000000,36292.61000000,36785.00000000,1771.47993000,64792631.88977290,40932,1032.13895000,37752970.83996240
1643889600,36785.00000000,36791.98000000,36250.00000000,36694.00000000,1897.12482000,69305970.26692690,48874,943.84930000,34483140.46372660
1643893200,36690.76000000,36774.58000000,36451.00000000,36585.08000000,1362.70695000,49952978.22819170,39898,666.02719000,24417242.85355980
1643896800,36585.08000000,36792.17000000,36484.00000000,36505.71000000,1696.69851000,62137006.10744560,43375,926.12827000,33918894.09336760
1643900400,36505.71000000,36976.89000000,36474.92000000,36910.05000000,1915.37708000,70422241.64241480,50152,1025.82999000,37713759.09842370
1643904000,36910.06000000,37104.60000000,36686.65000000,36687.00000000,1339.84919000,49439494.57284340,39319,734.43869000,27104032.91227910
1643907600,36686.65000000,36886.30000000,36518.13000000,36831.51000000,1071.90257000,39355180.60499300,32378,554.71682000,20374651.41359750
1643911200,36831.52000000,36853.03000000,36698.00000000,36762.69000000,799.74746000,29401609.02332720,24155,415.85791000,15289906.09214760
1643914800,36762.69000000,36830.00000000,36449.43000000,36551.70000000,1198.85605000,43908097.00155750,31983,589.54897000,21585564.14975670
1643918400,36551.71000000,36644.05000000,36270.00000000,36367.40000000,1199.79905000,43727522.79663310,35715,591.37939000,21558010.19913210
1643922000,36367.43000000,37050.00000000,36357.87000000,36948.99000000,1911.35564000,70358065.74994700,44679,1081.25235000,39792092.02200430
1643925600,36949.00000000,37016.42000000,36800.01000000,36933.16000000,705.28717000,26028973.28048750,24462,347.23926000,12813151.32094320
1643929200,36933.16000000,37387.00000000,36865.49000000,37311.61000000,1386.22097000,51428984.58618830,31119,780.68686000,28965413.84751400
1643932800,37311.98000000,37343.77000000,37116.97000000,37180.53000000,1448.75667000,53883067.78075500,30541,680.42575000,25307043.83177700
1643936400,37180.52000000,37239.94000000,37026.73000000,37168.60000000,1084.34384000,40257010.95494890,26965,504.19704000,18719416.48142010
1643940000,37168.59000000,37445.50000000,37140.19000000,37326.25000000,1544.84160000,57627399.44061230,34279,748.73053000,27931567.83588060
1643943600,37326.26000000,37420.51000000,37266.31000000,37297.62000000,977.10595000,36488119.65420900,24669,436.83376000,16313031.48519070
1643947200,37297.61000000,37356.00000000,37245.00000000,37289.34000000,1062.99863000,39642002.81875360,25417,496.94480000,18531596.46707030
1643950800,37289.35000000,37689.00000000,37260.01000000,37547.01000000,2630.83036000,98762426.19546790,43680,1247.12414000,46801291.93951290
1643954400,37547.01000000,38025.60000000,37547.00000000,37990.02000000,2508.64163000,95002303.84080970,49909,1222.61732000,46289235.11651730
1643958000,37990.02000000,38222.00000000,37838.13000000,37869.31000000,1825.08534000,69330633.14608630,40149,949.52116000,36080811.50200870
1643961600,37869.31000000,38047.98000000,37850.01000000,37957.32000000,1418.59898000,53814689.38273080,32319,700.95668000,26591684.05985500
1643965200,37957.32000000,38140.39000000,37900.00000000,38014.01000000,1364.89230000,51863514.51580280,29738,628.76364000,23893333.81640410
1643968800,38014.00000000,38236.08000000,37763.74000000,37879.74000000,1763.02639000,66930914.48235750,39422,830.81575000,31543625.61833700
1643972400,37879.74000000,37994.60000000,37810.00000000,37810.00000000,1269.60798000,48103846.39901810,30460,691.77804000,26211891.05989490
1643976000,37810.00000000,38060.55000000,37810.00000000,37956.67000000,995.06572000,37754657.99876610,29334,506.16197000,19202555.15438200
1643979600,37956.67000000,38200.00000000,37362.72000000,37421.40000000,3517.48646000,132553514.12837990,68085,1804.79908000,68027140.40448750
1643983200,37421.41000000,38070.65000000,37290.20000000,37953.20000000,3218.65606000,121344966.98640740,67851,1690.64883000,63727273.11405180
1643986800,37953.20000000,39819.91000000,37886.90000000,39490.87000000,12542.88189000,491107300.84383270,244548,6697.80388000,262252127.28667180
1643990400,39490.88000000,40600.00000000,39442.89000000,40268.51000000,9229.66749000,369713097.09450790,163912,4740.68879000,189901318.94281740
1643994000,40268.51000000,40557.51000000,40180.00000000,40520.46000000,3408.59177000,137485858.91627570,72528,1657.28510000,66848174.08910560
1643997600,40520.45000000,40662.01000000,40278.79000000,40469.27000000,2093.46861000,84617384.99022400,54267,1018.36728000,41164155.07481780
1644001200,40469.27000000,40877.00000000,40366.99000000,40727.91000000,2345.90165000,95206397.98183530,56998,1251.36123000,50802437.30362410
1644004800,40727.92000000,40884.96000000,40456.25000000,40588.00000000,2561.73047000,104176843.05544150,56731,1264.49812000,51434895.78395810
1644008400,40588.00000000,40631.89000000,40426.23000000,40624.15000000,1506.16471000,61041362.65928550,35047,713.82738000,28925172.49269660
1644012000,40624.16000000,40666.98000000,40382.84000000,40641.74000000,1145.45021000,46425134.94683500,34193,589.92466000,23913646.40473830
1644015600,40641.74000000,41772.33000000,40562.29000000,41574.25000000,3240.16403000,133440113.84494220,89682,1979.59175000,81540016.29378000
1644019200,41571.70000000,41913.69000000,41342.98000000,41471.41000000,4759.06054000,197983651.28910590,90681,2372.08423000,98706860.81613450
1644022800,41471.41000000,41535.73000000,41193.44000000,41274.08000000,1612.08923000,66690286.48963870,49001,826.65472000,34197436.07867420
1644026400,41274.08000000,41447.08000000,41173.36000000,41363.96000000,976.72246000,40389667.66445270,35707,475.59986000,19666544.72106780
1644030000,41363.96000000,41471.00000000,41341.37000000,41447.85000000,860.91629000,35651392.04535230,34618,399.62470000,16549052.80937450
1644033600,41447.85000000,41693.90000000,41369.69000000,41465.42000000,1277.42961000,53014212.85771680,41719,613.19268000,25450124.70151280
1644037200,41465.43000000,41656.25000000,41376.50000000,41525.27000000,1176.39063000,48842672.22091410,46643,655.19381000,27203049.07541590
1644040800,41525.26000000,41748.18000000,41480.41000000,41499.99000000,1083.03504000,45037393.87852440,38232,539.31855000,22427956.85842400
1644044400,41500.00000000,41501.91000000,41373.27000000,41379.99000000,1074.39390000,44517328.42137920,39917,542.10200000,22460507.23722180
1644048000,41379.99000000,41600.10000000,41315.68000000,41436.23000000,1672.49856000,69342587.17768100,41354,626.28224000,25962943.96279220
1644051600,41437.62000000,41564.28000000,41099.92000000,41547.36000000,1282.88455000,53087935.14298140,36303,613.82219000,25417815.72490270
1644055200,41547.36000000,41669.00000000,41418.41000000,41565.86000000,937.06959000,38917064.41925390,31143,499.62189000,20750791.13606780
1644058800,41565.86000000,41633.39000000,41382.00000000,41430.00000000,1327.96761000,55041650.63512280,40708,809.04902000,33525032.07515590
1644062400,41430.00000000,41513.60000000,41334.70000000,41379.13000000,1266.11873000,52457343.36038360,44274,782.51076000,32421358.57004170
1644066000,41379.12000000,41545.82000000,41348.62000000,41510.69000000,1370.62360000,56788340.89933850,41764,923.20598000,38245525.64224570
1644069600,41510.70000000,41755.30000000,41385.46000000,41458.73000000,1279.33130000,53098620.92362180,36883,566.03614000,23504652.72649970
1644073200,41458.73000000,41899.54000000,41326.17000000,41761.85000000,2100.85308000,87629691.97550750,63299,1039.25900000,43351727.50714660
1644076800,41761.87000000,41854.81000000,41230.00000000,41283.81000000,1777.76781000,73849067.44758550,56669,857.33290000,35618940.50691510
1644080400,41283.81000000,41686.28000000,40843.01000000,41583.93000000,2699.97121000,111214898.72157120,82172,1419.10625000,58447856.61620240
1644084000,41583.94000000,41742.45000000,41505.79000000,41683.89000000,773.47937000,32205834.58179120,31253,418.70442000,17435177.52570670
1644087600,41683.89000000,41688.18000000,41487.04000000,41544.90000000,664.24227000,27631018.31578560,27349,305.55376000,12711216.38485310
1644091200,41544.90000000,41696.50000000,41380.11000000,41644.00000000,774.54589000,32155768.17995510,26044,395.96788000,16443005.07821170
1644094800,41647.78000000,41771.85000000,41555.55000000,41627.47000000,618.95127000,25793944.42249090,23342,324.21065000,13510399.65325020
1644098400,41627.48000000,41757.35000000,41558.17000000,41579.88000000,490.23034000,20423129.50116610,22434,240.39967000,10014107.21177310
1644102000,41579.89000000,41643.47000000,41349.81000000,41382.59000000,675.77084000,28042015.35871630,24843,321.25272000,13330772.20582970
1644105600,41382.60000000,41526.22000000,41340.35000000,41478.68000000,495.10741000,20518819.75875710,26210,247.89662000,10273609.84592430
1644109200,41478.67000000,41640.00000000,41475.85000000,41606.03000000,567.02825000,23564916.95190270,25113,262.27956000,10899602.09023830
1644112800,41606.04000000,41628.19000000,41462.73000000,41534.56000000,602.64639000,25041740.73294070,25679,292.72922000,12163008.34563140
1644116400,41534.57000000,41556.01000000,41431.13000000,41444.04000000,399.47500000,16578459.88388540,20150,171.37030000,7112284.67640290
1644120000,41444.03000000,41545.41000000,41305.29000000,41543.41000000,706.11945000,29254781.43640730,27972,353.42705000,14644103.11772580
1644123600,41543.41000000,41587.44000000,41490.38000000,41572.96000000,364.03309000,15123480.78779720,17785,180.39277000,7494549.89272810
1644127200,41572.97000000,41580.04000000,41401.58000000,41451.37000000,478.02756000,19836439.85277450,21617,226.93382000,9417433.03881690
1644130800,41451.37000000,41714.18000000,41405.92000000,41612.33000000,719.75161000,29912984.86126020,28234,384.04258000,15961633.33165680
1644134400,41612.32000000,41660.63000000,41489.95000000,41640.00000000,629.80212000,26187899.55599500,23465,347.34676000,14445194.07402200
1644138000,41640.00000000,41672.99000000,41579.98000000,41648.99000000,479.40829000,19954923.70368270,25057,237.87655000,9901203.81481530
1644141600,41649.00000000,41700.01000000,41531.16000000,41578.68000000,484.01162000,20146249.54212890,24221,209.26583000,8710410.33993060
1644145200,41578.68000000,41627.63000000,41444.00000000,41522.00000000,437.08913000,18147651.14229990,21150,168.26186000,6987180.42819990
1644148800,41522.00000000,41645.34000000,41487.82000000,41610.99000000,596.48693000,24793652.27889720,26671,334.71847000,13912907.14216000
1644152400,41610.99000000,41834.99000000,41479.28000000,41692.35000000,1375.97812000,57344763.48655710,42796,762.59038000,31791876.73590470
1644156000,41692.35000000,42168.00000000,41204.45000000,41306.34000000,3357.29142000,139876722.19508460,94181,1722.85585000,71852954.40915800
1644159600,41306.34000000,41600.00000000,41116.56000000,41519.49000000,2034.81916000,84189920.82340790,49926,1077.26642000,44598053.21183590
1644163200,41519.48000000,41698.08000000,41417.23000000,41640.85000000,876.97558000,36454499.96903540,31685,449.28697000,18679426.73195420
1644166800,41640.84000000,41747.40000000,41546.65000000,41644.84000000,748.35666000,31173421.76881020,29660,328.16727000,13671211.00780590
1644170400,41644.84000000,41674.43000000,41426.60000000,41509.04000000,612.59519000,25456645.53135930,25213,274.52139000,11409324.91487150
1644174000,41509.04000000,41732.00000000,41487.99000000,41717.94000000,498.06208000,20736975.70159200,23191,269.52480000,11221642.89408260
1644177600,41717.93000000,41748.03000000,41500.23000000,41569.99000000,669.83009000,27908792.20807220,29275,321.71731000,13404729.65420590
1644181200,41569.99000000,41720.85000000,41535.16000000,41649.98000000,434.66354000,18096144.87322480,20394,220.56560000,9182479.48224960
1644184800,41649.98000000,41782.80000000,41536.86000000,41590.73000000,472.18573000,19672331.37021190,20868,231.33479000,9640993.40759870
1644188400,41590.74000000,42656.00000000,41478.86000000,42380.87000000,4365.42262000,184196584.46403100,107778,2472.01871000,104276701.78391280
1644192000,42380.87000000,42500.00000000,41645.85000000,41830.55000000,2654.75283000,111413540.79666710,65201,1148.24942000,48168504.14590480
1644195600,41830.54000000,42266.27000000,41699.99000000,42098.41000000,2097.84745000,88064857.71286580,68952,964.98906000,40516093.62646300
1644199200,42102.42000000,42695.00000000,42095.13000000,42332.99000000,2958.78056000,125488127.54478910,96005,1282.69068000,54380134.79445180
1644202800,42333.00000000,42944.20000000,42332.23000000,42818.99000000,2210.08648000,94352005.76188210,81039,1106.47575000,47254253.41790850
1644206400,42819.00000000,42900.00000000,42700.00000000,42815.74000000,1650.32562000,70620847.17743670,50066,790.93918000,33850395.79675050
1644210000,42815.73000000,43000.00000000,42685.34000000,42798.10000000,2096.69625000,89739162.60173320,43856,1184.59922000,50706212.25109520
1644213600,42798.09000000,42823.00000000,42653.33000000,42749.36000000,1085.72351000,46407083.73907290,34477,581.48729000,24855708.16401300
1644217200,42749.35000000,42768.33000000,42551.96000000,42723.92000000,1076.01009000,45931410.67007780,33130,540.39867000,23070179.77652000
1644220800,42723.91000000,42767.69000000,42522.08000000,42596.49000000,1204.23670000,51327206.78284650,37672,631.25935000,26907455.11163990
1644224400,42596.49000000,42636.46000000,42234.09000000,42410.63000000,1695.93013000,71926039.09722330,46397,834.95878000,35406577.20259640
1644228000,42410.62000000,42640.20000000,42350.00000000,42560.00000000,1150.42707000,48892793.33256320,35944,664.04077000,28226175.10583150
1644231600,42559.99000000,42754.56000000,42559.99000000,42720.03000000,1725.40331000,73640589.96778720,44424,739.71725000,31569715.51639450
1644235200,42720.03000000,42790.60000000,42490.02000000,42639.93000000,1257.33129000,53610313.20128010,41467,498.79410000,21270089.38503310
1644238800,42639.92000000,42900.00000000,42611.77000000,42799.47000000,1272.08618000,54400431.57896140,37394,604.75972000,25864775.07230750
1644242400,42799.47000000,43475.08000000,42766.06000000,43411.15000000,4505.33198000,194255762.76774520,109442,2444.31357000,105402613.45453370
1644246000,43411.16000000,43895.02000000,43105.00000000,43835.59000000,4320.62993000,187936418.41691470,124560,2264.36164000,98497753.82513640
1644249600,43835.59000000,44077.00000000,43484.91000000,43797.71000000,4092.43480000,179109166.23951060,103308,1916.81464000,83915613.10808770
1644253200,43797.70000000,44313.19000000,43601.00000000,44204.42000000,2315.73714000,101736369.68599620,75774,1233.52483000,54208548.28764530
1644256800,44204.41000000,44500.50000000,43708.00000000,44065.25000000,3442.24216000,151934933.12311890,95625,1803.17911000,79621643.73390410
1644260400,44065.25000000,44495.02000000,43954.32000000,44252.80000000,2208.88557000,97777124.15729390,61744,1272.71054000,56336907.72397150
1644264000,44252.31000000,44438.93000000,43792.77000000,44131.88000000,2240.66458000,98876419.43259020,66287,1124.67058000,49640687.79279290
1644267600,44131.88000000,44248.71000000,43769.64000000,44085.24000000,1560.37920000,68665657.87743830,45699,742.15544000,32662854.53877070
1644271200,44085.23000000,44180.29000000,43966.52000000,44068.99000000,832.12185000,36688989.86268480,40260,436.72438000,19258020.25693660
1644274800,44069.99000000,44190.58000000,43742.90000000,43839.99000000,1406.55538000,61728358.37491690,34551,645.98589000,28346046.95095710
1644278400,43839.99000000,43992.53000000,43555.72000000,43850.00000000,2234.79248000,97829034.19502080,51643,995.64955000,43604216.84378970
1644282000,43849.99000000,44077.77000000,43798.80000000,44042.35000000,1064.18637000,46786544.74104200,29507,535.58425000,23546964.83945010
1644285600,44042.34000000,44102.50000000,43888.55000000,43954.99000000,1129.66778000,49714231.39256050,31528,513.02619000,22580059.72936020
1644289200,43955.01000000,44185.00000000,43835.41000000,44178.57000000,1660.77202000,73078381.81071040,40605,810.07174000,35643126.06183330
1644292800,44178.57000000,44363.34000000,44073.73000000,44362.01000000,1646.56491000,72755001.42995040,39635,836.68453000,36971306.95964220
1644296400,44362.02000000,45000.00000000,44234.54000000,44883.08000000,2746.06000000,122533992.13574850,83698,1571.12447000,70123700.79358440
1644300000,44883.08000000,45492.00000000,44237.74000000,44791.58000000,5934.69128000,267058689.39347080,148678,2737.35047000,123179192.07578860
1644303600,44791.58000000,44927.83000000,44604.48000000,44855.00000000,2154.79837000,96469352.91051400,67591,1155.29115000,51717758.83574960
